date,account,asset_symbol,asset_type,sector,units_held,unit_price,market_value,roi,dividend,annualized_roi,holding_days
2023-12-12,Account C,XOM,mutual fund,Finance,40.32,544.8,21966.34,0.02,3.38,2.0,532
2023-05-05,Account C,XOM,mutual fund,Healthcare,25.94,1299.1,33698.65,0.23,0.05,23.0,753
2023-12-06,Account C,XOM,mutual fund,Healthcare,39.12,718.06,28090.51,0.29,2.42,28.999999999999996,538
2023-06-19,Account C,XOM,stock,Energy,49.36,1144.13,56474.26,-0.08,2.69,-8.0,708
2023-12-09,Account C,XOM,mutual fund,Energy,49.61,1293.42,64166.57,-0.15,3.53,-15.0,535
2023-06-03,Account C,XOM,stock,Consumer,17.93,60.12,1077.95,0.0,1.17,0.0,724
2023-09-23,Account C,XOM,mutual fund,Finance,41.12,539.13,22169.03,0.21,0.0,21.0,612
2023-09-26,Account C,XOM,stock,Finance,16.08,399.69,6427.02,-0.08,0.34,-8.0,609
2023-11-14,Account C,XOM,mutual fund,Tech,10.17,855.55,8700.94,-0.05,2.09,-5.0,560
2023-04-18,Account C,XOM,stock,Energy,19.47,1320.06,25701.57,0.25,2.46,25.0,770
2023-07-18,Account C,XOM,stock,Finance,17.18,204.86,3519.49,0.28,0.3,28.000000000000004,679
2023-01-24,Account C,XOM,mutual fund,Tech,15.58,482.2,7512.68,-0.04,0.82,-4.0,854
2023-09-12,Account C,XOM,stock,Finance,39.37,227.62,8961.4,0.12,0.62,12.0,623
2023-06-11,Account C,XOM,mutual fund,Finance,4.46,1368.67,6104.27,-0.1,4.11,-10.0,716
2023-09-10,Account C,XOM,mutual fund,Tech,27.69,162.89,4510.42,0.28,1.23,28.000000000000004,625
2023-11-11,Account C,XOM,mutual fund,Tech,43.12,294.77,12710.48,0.23,0.07,23.0,563
2023-10-10,Account C,XOM,stock,Finance,26.08,1165.69,30401.2,0.27,4.55,27.0,595
2023-02-04,Account C,XOM,stock,Finance,41.16,1337.88,55067.14,-0.1,1.42,-10.0,843
2023-04-29,Account C,XOM,stock,Tech,15.16,596.73,9046.43,-0.0,2.72,-0.0,759
2023-11-06,Account C,XOM,crypto,Tech,8.83,1052.31,9291.9,-0.12,0.0,-12.0,568
2023-03-30,Account C,XOM,stock,Consumer,16.21,779.85,12641.37,0.2,3.7,20.0,789
2023-06-28,Account C,XOM,mutual fund,Consumer,32.63,275.87,9001.64,0.07,0.44,7.000000000000001,699
2023-09-01,Account C,XOM,stock,Tech,19.49,649.6,12660.7,-0.18,1.37,-18.0,634
2023-01-10,Account C,XOM,stock,Energy,47.83,1432.77,68529.39,-0.02,0.22,-2.0,868
2023-12-19,Account C,XOM,stock,Energy,9.78,618.72,6051.08,0.27,0.71,27.0,525
2023-11-29,Account C,TSLA,mutual fund,Energy,38.41,207.59,7973.53,0.29,1.91,28.999999999999996,545
2023-06-03,Account C,TSLA,crypto,Tech,38.99,546.76,21318.17,0.11,0.0,11.0,724
2023-06-19,Account C,TSLA,mutual fund,Finance,10.41,261.73,2724.61,0.27,4.59,27.0,708
2023-07-26,Account C,TSLA,stock,Finance,44.49,956.88,42571.59,0.2,0.35,20.0,671
2023-02-10,Account C,TSLA,crypto,Healthcare,17.4,504.87,8784.74,0.12,0.0,12.0,837
2023-12-01,Account C,TSLA,stock,Healthcare,18.44,265.33,4892.69,0.1,4.07,10.0,543
2023-02-09,Account C,TSLA,stock,Healthcare,19.72,241.79,4768.1,-0.1,1.19,-10.0,838
2023-12-10,Account C,TSLA,stock,Tech,15.69,982.05,15408.36,0.1,3.48,10.0,534
2023-10-11,Account C,TSLA,stock,Energy,18.76,1244.8,23352.45,-0.1,2.35,-10.0,594
2023-05-26,Account C,TSLA,stock,Consumer,40.25,311.23,12527.01,-0.15,4.42,-15.0,732
2023-04-19,Account C,TSLA,crypto,Energy,17.8,1041.61,18540.66,-0.19,0.0,-19.0,769
2023-06-12,Account C,TSLA,mutual fund,Energy,34.81,508.35,17695.66,-0.17,3.05,-17.0,715
2023-08-13,Account C,TSLA,stock,Energy,12.8,610.87,7819.14,-0.16,0.74,-16.0,653
2023-09-19,Account C,TSLA,crypto,Tech,15.6,180.15,2810.34,0.26,0.0,26.0,616
2023-02-26,Account C,TSLA,stock,Energy,1.3,751.6,977.08,-0.14,1.54,-14.000000000000002,821
2023-04-13,Account C,TSLA,mutual fund,Tech,46.38,284.46,13193.25,0.28,1.03,28.000000000000004,775
2023-12-06,Account C,TSLA,crypto,Healthcare,37.34,842.68,31465.67,0.24,0.0,24.0,538
2023-03-13,Account C,TSLA,stock,Healthcare,28.15,825.11,23226.85,-0.1,0.83,-10.0,806
2023-01-06,Account C,TSLA,mutual fund,Finance,45.91,525.37,24119.74,-0.01,3.8,-1.0,872
2023-07-23,Account C,TSLA,stock,Finance,17.6,1430.49,25176.62,0.17,2.99,17.0,674
2023-08-27,Account C,TSLA,crypto,Energy,44.16,121.93,5384.43,-0.07,0.0,-7.000000000000001,639
2023-04-24,Account C,TSLA,stock,Tech,23.79,379.12,9019.26,0.17,4.6,17.0,764
2023-08-20,Account C,TSLA,stock,Consumer,21.76,546.09,11882.92,0.28,2.22,28.000000000000004,646
2023-03-30,Account C,TSLA,crypto,Consumer,24.96,559.89,13974.85,0.25,0.0,25.0,789
2023-02-13,Account C,TSLA,stock,Finance,28.88,1155.15,33360.73,0.21,1.71,21.0,834
2023-06-01,Account C,TSLA,mutual fund,Healthcare,22.25,1280.28,28486.23,-0.02,3.97,-2.0,726
2023-10-28,Account C,TSLA,stock,Tech,47.11,953.66,44926.92,0.17,4.03,17.0,577
2023-02-23,Account C,TSLA,crypto,Finance,42.41,622.83,26414.22,-0.17,0.0,-17.0,824
2023-09-17,Account C,TSLA,stock,Energy,20.69,1026.95,21247.6,0.03,3.74,3.0,618
2023-12-11,Account C,TSLA,mutual fund,Energy,18.49,970.38,17942.33,-0.11,3.75,-11.0,533
2023-06-22,Account C,TSLA,mutual fund,Consumer,27.74,345.89,9594.99,-0.05,3.74,-5.0,705
2023-10-18,Account C,TSLA,mutual fund,Finance,24.65,363.25,8954.11,0.28,3.58,28.000000000000004,587
2023-04-09,Account C,TSLA,stock,Consumer,47.9,669.3,32059.47,0.04,4.49,4.0,779
2023-08-09,Account C,TSLA,mutual fund,Healthcare,26.73,1075.55,28749.45,-0.07,2.23,-7.000000000000001,657
2023-06-24,Account C,TSLA,mutual fund,Finance,7.05,348.67,2458.12,-0.2,0.2,-20.0,703
2023-09-20,Account C,TSLA,stock,Finance,48.89,401.41,19624.93,0.13,4.2,13.0,615
2023-06-02,Account C,TSLA,crypto,Healthcare,27.98,272.06,7612.24,0.16,0.0,16.0,725
2023-10-25,Account C,TSLA,stock,Finance,30.41,1110.31,33764.53,0.18,4.88,18.0,580
2023-11-25,Account C,TSLA,mutual fund,Finance,29.1,545.38,15870.56,0.12,0.34,12.0,549
2023-06-10,Account C,TSLA,crypto,Healthcare,44.97,223.1,10032.81,-0.04,0.0,-4.0,717
2023-02-18,Account C,TSLA,crypto,Healthcare,40.97,916.1,37532.62,-0.0,0.0,-0.0,829
2023-07-13,Account C,TSLA,crypto,Consumer,24.2,1289.09,31195.98,-0.03,0.0,-3.0,684
2023-07-21,Account C,TSLA,crypto,Healthcare,43.61,177.79,7753.42,0.19,0.0,19.0,676
2023-09-27,Account C,TSLA,stock,Finance,42.53,313.64,13339.11,0.02,0.83,2.0,608
2023-02-03,Account C,TSLA,crypto,Finance,35.62,826.25,29431.02,0.12,0.0,12.0,844
2023-08-17,Account C,TSLA,mutual fund,Finance,10.63,357.03,3795.23,-0.18,1.61,-18.0,649
2023-12-03,Account C,TSLA,stock,Energy,28.43,1294.01,36788.7,0.13,2.18,13.0,541
2023-09-14,Account C,TSLA,mutual fund,Energy,47.7,1092.91,52131.81,0.27,2.64,27.0,621
2023-02-19,Account C,TSLA,stock,Tech,13.69,126.6,1733.15,0.16,0.61,16.0,828
2023-09-23,Account C,TSLA,crypto,Tech,15.84,822.08,13021.75,0.08,0.0,8.0,612
2023-04-07,Account C,TSLA,crypto,Healthcare,30.43,291.07,8857.26,-0.01,0.0,-1.0,781
2023-07-05,Account C,TSLA,stock,Energy,31.24,1456.24,45492.94,0.16,4.61,16.0,692
2023-04-17,Account C,TSLA,mutual fund,Consumer,38.35,907.99,34821.42,-0.1,3.33,-10.0,771
2023-08-03,Account C,TSLA,crypto,Healthcare,31.55,923.58,29138.95,0.04,0.0,4.0,663
2023-06-21,Account C,TSLA,crypto,Energy,26.9,534.94,14389.89,0.06,0.0,6.0,706
2023-05-11,Account C,TSLA,crypto,Finance,10.68,1217.5,13002.9,-0.11,0.0,-11.0,747
2023-08-19,Account C,TSLA,stock,Healthcare,5.16,682.56,3522.01,0.13,2.19,13.0,647
2023-10-31,Account C,TSLA,stock,Finance,14.56,859.35,12512.14,-0.03,4.66,-3.0,574
2023-02-25,Account C,TSLA,crypto,Consumer,46.21,778.44,35971.71,-0.04,0.0,-4.0,822
2023-11-22,Account C,TSLA,mutual fund,Consumer,37.12,103.23,3831.9,0.04,1.68,4.0,552
2023-11-26,Account C,BTC,stock,Energy,46.11,1708.18,78764.18,0.08,3.7,8.0,548
2023-09-24,Account C,BTC,crypto,Finance,24.77,6038.78,149580.58,0.29,0.0,28.999999999999996,611
2023-09-09,Account C,BTC,stock,Consumer,26.38,37236.99,982311.8,-0.08,2.42,-8.0,626
2023-01-08,Account C,BTC,stock,Energy,22.03,5418.85,119377.27,-0.15,4.19,-15.0,870
2023-12-11,Account C,BTC,stock,Finance,12.75,12502.54,159407.39,0.05,3.84,5.0,533
2023-04-09,Account C,BTC,mutual fund,Tech,4.04,35031.67,141527.95,-0.14,0.18,-14.000000000000002,779
2023-07-01,Account C,BTC,crypto,Finance,3.58,50215.68,179772.13,-0.14,0.0,-14.000000000000002,696
2023-08-09,Account C,BTC,mutual fund,Consumer,3.21,26836.09,86143.85,0.22,1.31,22.0,657
2023-08-31,Account C,BTC,crypto,Consumer,21.66,3355.43,72678.61,0.02,0.0,2.0,635
2023-05-09,Account C,BTC,stock,Finance,29.3,34683.52,1016227.14,-0.03,1.58,-3.0,749
2023-10-26,Account C,BTC,mutual fund,Finance,6.22,22641.1,140827.64,-0.15,3.83,-15.0,579
2023-07-12,Account C,BTC,stock,Healthcare,48.35,58234.39,2190963.4994999995,0.23,3.0,23.0,685
2023-02-24,Account C,BTC,mutual fund,Consumer,35.34,17827.14,630011.13,0.12,2.28,12.0,823
2023-01-15,Account C,BTC,crypto,Consumer,24.62,45708.82,1125351.15,-0.06,0.0,-6.0,863
2023-01-05,Account C,BTC,mutual fund,Energy,16.58,55553.87,921083.16,-0.17,2.43,-17.0,873
2023-10-17,Account C,BTC,crypto,Energy,45.73,37011.42,1692532.24,0.07,0.0,7.000000000000001,588
2023-04-27,Account C,BTC,crypto,Tech,13.24,21253.25,281393.03,0.23,0.0,23.0,761
2023-11-03,Account C,BTC,stock,Tech,28.4,31369.79,890902.04,-0.15,0.08,-15.0,571
2023-11-10,Account C,BTC,mutual fund,Consumer,48.22,23242.18,1120737.92,0.1,0.4,10.0,564
2023-07-06,Account C,BTC,mutual fund,Finance,34.47,56021.44,1931059.04,0.09,0.63,9.0,691
2023-06-12,Account C,BTC,stock,Tech,29.5,46214.49,1363327.45,0.0,4.4,0.0,715
2023-06-02,Account C,BTC,mutual fund,Energy,32.79,54055.69,1772486.08,0.11,0.66,11.0,725
2023-03-27,Account C,BTC,mutual fund,Tech,16.17,12905.9,208688.4,0.25,3.8,25.0,792
2023-08-05,Account C,BTC,stock,Consumer,34.14,18757.01,640364.32,-0.11,3.78,-11.0,661
2023-02-17,Account C,BTC,crypto,Finance,24.23,14321.58,347011.88,0.11,0.0,11.0,830
2023-10-01,Account C,BTC,crypto,Tech,2.98,20244.04,60327.24,0.03,0.0,3.0,604
2023-08-06,Account C,BTC,crypto,Finance,8.25,59094.61,487530.53,-0.1,0.0,-10.0,660
2023-07-16,Account C,BTC,mutual fund,Consumer,7.39,13008.56,96133.26,0.18,2.13,18.0,681
2023-04-02,Account C,BTC,mutual fund,Consumer,28.71,2239.54,64297.19,-0.18,2.23,-18.0,786
2023-09-11,Account C,BTC,mutual fund,Consumer,41.02,53229.09,2183457.27,-0.16,2.69,-16.0,624
2023-03-26,Account C,BTC,mutual fund,Finance,45.75,23890.39,1092985.34,0.21,0.67,21.0,793
2023-07-11,Account C,BTC,stock,Healthcare,46.83,45333.98,2122990.28,0.27,3.38,27.0,686
2023-04-03,Account C,BTC,crypto,Healthcare,18.81,56352.69,1059994.1,-0.06,0.0,-6.0,785
2023-02-18,Account C,BTC,mutual fund,Healthcare,17.28,42347.7,731768.26,0.18,4.65,18.0,829
2023-10-13,Account C,BTC,mutual fund,Healthcare,11.04,48081.88,530823.96,0.17,0.32,17.0,592
2023-02-07,Account C,BTC,crypto,Energy,19.97,17683.16,353132.71,-0.05,0.0,-5.0,840
2023-01-24,Account C,BTC,stock,Consumer,49.16,38923.87,1913497.45,0.16,4.88,16.0,854
2023-06-30,Account C,BTC,crypto,Healthcare,19.48,48308.57,941050.94,0.02,0.0,2.0,697
2023-11-17,Account C,BTC,mutual fund,Energy,43.61,11658.79,508439.83,0.27,1.09,27.0,557
2023-09-14,Account C,BTC,crypto,Finance,16.98,45615.34,774548.47,-0.0,0.0,-0.0,621
2023-06-28,Account C,BTC,crypto,Consumer,30.8,27229.84,838679.07,0.17,0.0,17.0,699
2023-03-14,Account C,BTC,crypto,Consumer,12.19,4449.02,54233.55,-0.05,0.0,-5.0,805
2023-11-28,Account C,BTC,stock,Tech,24.24,10913.18,264535.48,-0.02,2.0,-2.0,546
2023-01-19,Account C,BTC,crypto,Tech,3.81,35415.13,134931.65,0.24,0.0,24.0,859
2023-09-08,Account C,BTC,crypto,Finance,8.44,36270.67,306124.45,0.13,0.0,13.0,627
2023-08-10,Account C,BTC,stock,Consumer,21.55,42364.76,912960.58,0.01,2.52,1.0,656
2023-08-19,Account C,BTC,mutual fund,Finance,1.36,41811.49,56863.63,0.13,0.19,13.0,647
2023-06-06,Account C,BTC,stock,Tech,19.04,58762.88,1118845.24,0.01,2.51,1.0,721
2023-11-18,Account C,BTC,crypto,Consumer,45.59,43318.45,1974888.14,0.09,0.0,9.0,556
2023-10-07,Account C,BTC,stock,Energy,40.09,51997.61,2084584.18,0.03,2.38,3.0,598
2023-07-13,Account C,BTC,crypto,Tech,19.92,58035.66,1156070.35,0.15,0.0,15.0,684
2023-03-29,Account C,BTC,crypto,Finance,5.08,51914.62,263726.27,0.04,0.0,4.0,790
2023-04-28,Account C,BTC,crypto,Finance,4.37,33433.32,146103.61,0.01,0.0,1.0,760
2023-06-11,Account C,BTC,crypto,Consumer,44.01,13035.68,573700.28,0.21,0.0,21.0,716
2023-03-15,Account C,BTC,crypto,Energy,28.33,4222.01,119609.54,0.29,0.0,28.999999999999996,804
2023-11-09,Account C,BTC,mutual fund,Finance,26.12,18161.73,474384.39,0.03,4.29,3.0,565
2023-05-04,Account C,BTC,crypto,Consumer,15.94,12367.91,197144.49,-0.14,0.0,-14.000000000000002,754
2023-11-24,Account C,BTC,mutual fund,Energy,15.6,47022.84,733556.3,0.04,1.14,4.0,550
2023-05-05,Account C,BTC,stock,Finance,9.14,20631.04,188567.71,0.27,1.72,27.0,753
2023-12-24,Account C,BTC,mutual fund,Tech,49.42,29628.6,1464245.41,-0.11,4.46,-11.0,520
2023-06-07,Account C,ETH,stock,Consumer,23.56,42870.61,1010031.57,0.29,0.25,28.999999999999996,720
2023-06-14,Account C,ETH,mutual fund,Healthcare,5.74,43506.95,249729.89,-0.06,0.92,-6.0,713
2023-06-16,Account C,ETH,crypto,Healthcare,2.93,2288.96,6706.65,0.19,0.0,19.0,711
2023-12-23,Account C,ETH,mutual fund,Tech,7.59,28595.52,217040.0,0.1,2.14,10.0,521
2023-12-26,Account C,ETH,crypto,Energy,2.33,47226.59,110037.95,-0.19,0.0,-19.0,518
2023-04-22,Account C,ETH,mutual fund,Healthcare,38.33,53704.97,2058511.5,0.02,2.68,2.0,766
2023-11-27,Account C,ETH,crypto,Finance,24.37,23963.31,583985.86,0.24,0.0,24.0,547
2023-09-07,Account C,ETH,mutual fund,Energy,44.8,20813.17,932430.02,0.11,4.63,11.0,628
2023-07-13,Account C,ETH,stock,Consumer,48.14,31028.58,1493715.84,0.03,1.39,3.0,684
2023-02-11,Account C,ETH,mutual fund,Finance,47.98,9426.04,452261.4,0.09,1.41,9.0,836
2023-01-29,Account C,ETH,mutual fund,Energy,14.67,24893.15,365182.51,0.3,0.27,30.0,849
2023-09-08,Account C,ETH,mutual fund,Consumer,29.35,5871.76,172336.16,-0.12,2.2,-12.0,627
2023-05-30,Account C,ETH,mutual fund,Energy,26.01,16268.75,423150.19,-0.04,0.43,-4.0,728
2023-12-01,Account C,ETH,stock,Healthcare,15.86,58026.95,920307.43,0.27,1.67,27.0,543
2023-04-12,Account C,ETH,stock,Healthcare,28.97,54666.13,1583677.79,-0.2,4.05,-20.0,776
2023-06-05,Account C,ETH,crypto,Finance,47.47,6388.22,303248.8,-0.12,0.0,-12.0,722
2023-02-14,Account C,ETH,crypto,Energy,48.08,32714.87,1572930.95,-0.19,0.0,-19.0,833
2023-04-14,Account C,ETH,mutual fund,Healthcare,13.62,27546.68,375185.78,0.15,3.67,15.0,774
2023-03-22,Account C,ETH,stock,Finance,49.78,17963.16,894206.1,0.07,2.67,7.000000000000001,797
2023-05-14,Account C,ETH,crypto,Tech,20.88,10980.55,229273.88,0.29,0.0,28.999999999999996,744
2023-03-28,Account C,ETH,mutual fund,Consumer,42.81,30401.65,1301494.64,0.1,1.14,10.0,791
2023-11-07,Account C,ETH,crypto,Energy,27.65,42003.24,1161389.59,0.06,0.0,6.0,567
2023-12-02,Account C,ETH,crypto,Finance,49.52,37069.16,1835664.8,-0.01,0.0,-1.0,542
2023-08-20,Account C,ETH,stock,Finance,38.84,11057.29,429465.14,-0.01,1.73,-1.0,646
2023-07-14,Account C,ETH,crypto,Healthcare,22.16,47125.01,1044290.22,0.04,0.0,4.0,683
2023-08-26,Account C,ETH,crypto,Finance,39.91,35012.85,1397362.84,-0.03,0.0,-3.0,640
2023-11-14,Account C,ETH,mutual fund,Consumer,40.69,15059.09,612754.37,-0.09,2.52,-9.0,560
2023-11-21,Account C,ETH,mutual fund,Energy,13.78,1536.14,21168.01,0.12,2.56,12.0,553
2023-04-11,Account C,ETH,crypto,Finance,22.83,58051.14,1325307.53,0.09,0.0,9.0,777
2023-02-15,Account C,ETH,mutual fund,Energy,43.31,9227.56,399645.62,0.08,4.34,8.0,832
2023-12-30,Account C,ETH,mutual fund,Finance,29.57,43362.84,1282239.18,-0.01,0.46,-1.0,514
2023-01-06,Account C,ETH,mutual fund,Energy,23.44,24274.28,568989.12,0.23,1.22,23.0,872
2023-08-18,Account C,ETH,crypto,Tech,48.37,57530.15,2190963.4994999995,-0.08,0.0,-8.0,648
2023-01-28,Account C,ETH,mutual fund,Healthcare,18.05,53837.79,971772.11,0.28,2.22,28.000000000000004,850
2023-02-10,Account C,ETH,stock,Energy,16.73,32039.55,536021.67,0.14,1.37,14.000000000000002,837
2023-03-06,Account C,ETH,stock,Energy,37.09,4047.78,150132.16,-0.18,1.93,-18.0,813
2023-07-21,Account C,ETH,crypto,Energy,18.32,19622.36,359481.64,0.05,0.0,5.0,676
2023-03-21,Account C,ETH,stock,Tech,16.72,12343.22,206378.64,-0.05,4.87,-5.0,798
2023-05-26,Account C,ETH,stock,Healthcare,21.14,27238.05,575812.38,0.09,4.92,9.0,732
2023-05-07,Account C,ETH,crypto,Finance,12.84,41195.64,528952.02,0.16,0.0,16.0,751
2023-09-19,Account C,ETH,crypto,Healthcare,30.76,6226.12,191515.45,0.14,0.0,14.000000000000002,616
2023-10-05,Account C,ETH,mutual fund,Tech,4.14,36172.42,149753.82,0.17,1.05,17.0,600
2023-05-05,Account C,ETH,crypto,Tech,42.24,2790.87,117886.35,0.22,0.0,22.0,753
2023-09-26,Account C,ETH,mutual fund,Healthcare,23.56,13837.69,326015.98,-0.13,4.77,-13.0,609
2023-09-14,Account C,ETH,stock,Finance,4.56,12746.51,58124.09,-0.03,3.1,-3.0,621
2023-02-22,Account C,ETH,stock,Energy,27.7,8412.97,233039.27,-0.06,1.19,-6.0,825
2023-04-07,Account C,ETH,mutual fund,Tech,11.46,25257.52,289451.18,0.15,1.09,15.0,781
2023-02-06,Account C,ETH,crypto,Tech,18.97,24064.13,456496.55,0.29,0.0,28.999999999999996,841
2023-01-11,Account C,ETH,crypto,Consumer,47.78,48208.12,2190963.4994999995,-0.08,0.0,-8.0,867
2023-09-13,Account C,ETH,mutual fund,Consumer,4.33,19697.34,85289.48,-0.07,2.53,-7.000000000000001,622
2023-06-28,Account C,ETH,stock,Tech,39.11,51641.05,2019681.47,0.22,1.8,22.0,699
2023-11-30,Account C,ETH,mutual fund,Healthcare,34.67,19457.22,674581.82,-0.17,3.51,-17.0,544
2023-04-23,Account C,ETH,crypto,Tech,1.48,25141.77,37209.82,-0.04,0.0,-4.0,765
2023-11-19,Account C,ETH,crypto,Tech,34.98,46208.48,1616372.63,-0.05,0.0,-5.0,555
2023-08-08,Account C,ETH,crypto,Healthcare,40.77,18341.09,747766.24,0.02,0.0,2.0,658
2023-12-31,Account C,ETH,crypto,Healthcare,36.62,41882.29,1533729.46,0.29,0.0,28.999999999999996,513
2023-03-30,Account C,ETH,stock,Finance,12.03,40076.76,482123.42,0.1,4.58,10.0,789
2023-08-21,Account C,ETH,crypto,Tech,8.66,45356.09,392783.74,0.08,0.0,8.0,645
2023-02-12,Account C,ETH,stock,Healthcare,14.46,28991.66,419219.4,-0.03,2.9,-3.0,835
2023-01-20,Account C,ETH,stock,Energy,44.56,34588.99,1541285.39,0.12,2.59,12.0,858
2023-12-15,Account C,VFINX,stock,Energy,3.51,387.64,1360.62,0.05,1.55,5.0,529
2023-02-25,Account C,VFINX,stock,Tech,9.91,780.99,7739.61,-0.04,1.29,-4.0,822
2023-08-17,Account C,VFINX,crypto,Consumer,23.74,243.26,5774.99,0.26,0.0,26.0,649
2023-01-16,Account C,VFINX,mutual fund,Energy,43.52,1076.05,46829.7,-0.15,3.88,-15.0,862
2023-06-09,Account C,VFINX,stock,Consumer,40.59,1163.26,47216.72,-0.14,3.22,-14.000000000000002,718
2023-03-27,Account C,VFINX,crypto,Finance,41.88,887.16,37154.26,0.12,0.0,12.0,792
2023-03-18,Account C,VFINX,stock,Consumer,23.46,816.63,19158.14,-0.18,3.19,-18.0,801
2023-12-05,Account C,VFINX,stock,Healthcare,4.99,680.77,3397.04,-0.05,2.73,-5.0,539
2023-05-13,Account C,VFINX,stock,Healthcare,7.54,1052.88,7938.72,0.2,0.82,20.0,745
2023-09-10,Account C,VFINX,crypto,Tech,6.11,261.0,1594.71,0.24,0.0,24.0,625
2023-08-08,Account C,VFINX,stock,Consumer,26.88,727.53,19556.01,-0.15,3.25,-15.0,658
2023-11-10,Account C,VFINX,mutual fund,Energy,43.53,1250.87,54450.37,0.11,0.38,11.0,564
2023-12-25,Account C,VFINX,mutual fund,Energy,6.51,121.5,790.96,-0.07,0.68,-7.000000000000001,519
2023-03-13,Account C,VFINX,stock,Tech,13.74,608.33,8358.45,0.27,3.05,27.0,806
2023-06-14,Account C,VFINX,mutual fund,Finance,41.91,1080.01,45263.22,-0.14,3.68,-14.000000000000002,713
2023-09-08,Account C,VFINX,mutual fund,Tech,14.48,976.71,14142.76,-0.03,4.99,-3.0,627
2023-08-25,Account C,VFINX,mutual fund,Consumer,13.91,454.74,6325.43,0.27,0.12,27.0,641
2023-12-27,Account C,VFINX,stock,Consumer,35.14,1101.72,38714.44,0.22,4.87,22.0,517
2023-12-30,Account C,VFINX,crypto,Finance,48.8,144.65,7058.92,0.21,0.0,21.0,514
2023-12-17,Account C,VFINX,crypto,Tech,32.67,988.65,32299.2,-0.14,0.0,-14.000000000000002,527
2023-05-11,Account C,VFINX,mutual fund,Consumer,32.86,1474.6,48455.36,0.26,2.2,26.0,747
2023-11-14,Account C,VFINX,stock,Healthcare,2.96,575.33,1702.98,0.21,3.51,21.0,560
2023-11-23,Account C,VFINX,stock,Tech,23.51,129.9,3053.95,0.01,2.35,1.0,551
2023-08-20,Account C,VFINX,mutual fund,Healthcare,46.5,979.57,45550.01,-0.04,2.63,-4.0,646
2023-04-09,Account C,VFINX,mutual fund,Energy,4.24,1460.22,6191.33,-0.02,2.39,-2.0,779
2023-05-07,Account C,VFINX,mutual fund,Energy,18.41,1039.64,19139.77,0.13,3.58,13.0,751
2023-04-04,Account C,VFINX,crypto,Tech,14.14,507.72,7179.16,-0.14,0.0,-14.000000000000002,784
2023-03-22,Account C,VFINX,stock,Healthcare,33.12,107.71,3567.36,0.1,4.35,10.0,797
2023-08-27,Account C,VFINX,mutual fund,Healthcare,44.65,701.1,31304.12,0.03,0.38,3.0,639
2023-09-11,Account C,VFINX,mutual fund,Tech,33.87,1240.83,42026.91,-0.08,2.11,-8.0,624
2023-08-09,Account C,VFINX,stock,Finance,42.1,1321.82,55648.62,-0.08,2.75,-8.0,657
2023-05-28,Account C,VFINX,stock,Healthcare,10.43,197.72,2062.22,0.26,4.1,26.0,730
2023-01-17,Account C,VFINX,crypto,Healthcare,38.24,120.71,4615.95,0.22,0.0,22.0,861
2023-04-27,Account C,VFINX,stock,Energy,22.46,546.47,12273.72,0.07,0.46,7.000000000000001,761
2023-10-04,Account C,VFINX,stock,Healthcare,38.08,894.53,34063.7,-0.11,0.94,-11.0,601
2023-11-02,Account C,VFINX,mutual fund,Consumer,10.03,132.65,1330.48,0.09,4.2,9.0,572
2023-03-25,Account C,VFINX,stock,Tech,1.86,121.06,225.17,0.09,4.1,9.0,794
2023-03-29,Account C,VFINX,stock,Tech,17.01,556.94,9473.55,0.1,1.37,10.0,790
2023-01-24,Account C,VFINX,crypto,Consumer,2.3,1116.08,2566.98,0.11,0.0,11.0,854
2023-02-15,Account C,VFINX,mutual fund,Consumer,29.46,1125.44,33155.46,0.14,1.03,14.000000000000002,832
2023-09-27,Account C,VFINX,crypto,Energy,18.27,232.86,4254.35,-0.14,0.0,-14.000000000000002,608
2023-06-22,Account C,VFINX,mutual fund,Energy,34.13,1294.97,44197.33,0.28,3.14,28.000000000000004,705
2023-03-03,Account C,VFINX,crypto,Energy,10.02,203.19,2035.96,0.21,0.0,21.0,816
2023-10-03,Account C,VFINX,crypto,Tech,29.36,946.51,27789.53,0.19,0.0,19.0,602
2023-05-17,Account C,VFINX,mutual fund,Energy,35.46,1259.96,44678.18,-0.17,3.74,-17.0,741
2023-11-27,Account C,VFINX,mutual fund,Consumer,42.69,464.9,19846.58,0.12,1.57,12.0,547
2023-10-09,Account C,VFINX,mutual fund,Consumer,47.94,98.46,4720.17,0.09,0.83,9.0,596
2023-07-21,Account C,VFINX,stock,Energy,35.9,305.04,10950.94,-0.08,2.47,-8.0,676
2023-09-09,Account C,VFINX,crypto,Consumer,45.83,356.99,16360.85,-0.13,0.0,-13.0,626
2023-05-23,Account C,VFINX,mutual fund,Finance,38.19,775.9,29631.62,0.26,0.73,26.0,735
2023-11-30,Account C,VFINX,crypto,Consumer,32.65,387.67,12657.43,-0.12,0.0,-12.0,544
2023-08-21,Account C,VFINX,crypto,Tech,34.49,910.84,31414.87,0.18,0.0,18.0,645
2023-07-08,Account C,VFINX,stock,Finance,16.16,699.56,11304.89,0.0,4.92,0.0,689
2023-03-11,Account C,VFINX,stock,Consumer,15.32,477.48,7314.99,-0.02,2.82,-2.0,808
2023-09-02,Account C,VFINX,mutual fund,Finance,13.36,1377.17,18398.99,-0.07,4.48,-7.000000000000001,633
2023-10-10,Account C,VFINX,stock,Tech,6.07,1002.02,6082.26,0.25,0.84,25.0,595
